0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00, 	, 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 
5.000000e-01 	 -8.459999e+02 	 1.574069e+01 	 -8.302592e+02 	 4.756853e+02 	 5.564751e-03, 	, 1.255779e-01 	 -1.105824e-01 	 -9.210107e-02 	 6.128098e+00 	 1.844153e+00 	 3.971311e+00 
1.000000e+00 	 -8.447899e+02 	 1.492316e+01 	 -8.298667e+02 	 4.509795e+02 	 5.656157e-03, 	, -1.507925e-01 	 2.016336e-01 	 -6.208095e-02 	 6.017416e+00 	 1.934937e+00 	 3.904114e+00 
1.500000e+00 	 -8.443936e+02 	 1.486752e+01 	 -8.295261e+02 	 4.492979e+02 	 5.269170e-03, 	, -1.152463e-01 	 1.222233e-01 	 -4.661720e-03 	 6.168131e+00 	 1.921218e+00 	 4.077422e+00 
2.000000e+00 	 -8.444037e+02 	 1.524796e+01 	 -8.291557e+02 	 4.607949e+02 	 5.077884e-03, 	, -4.464957e-02 	 7.945313e-02 	 -2.714096e-02 	 6.313245e+00 	 2.012966e+00 	 4.256617e+00 
2.500000e+00 	 -8.443409e+02 	 1.553713e+01 	 -8.288037e+02 	 4.695337e+02 	 5.809041e-03, 	, -2.426440e-02 	 -3.133901e-02 	 1.047048e-01 	 5.949812e+00 	 2.178237e+00 	 3.719106e+00 
3.000000e+00 	 -8.437582e+02 	 1.531679e+01 	 -8.284414e+02 	 4.628751e+02 	 5.653787e-03, 	, -1.128793e-01 	 -3.901866e-03 	 -7.718813e-02 	 5.873422e+00 	 1.952660e+00 	 4.073192e+00 
3.500000e+00 	 -8.442851e+02 	 1.612473e+01 	 -8.281603e+02 	 4.872910e+02 	 5.177981e-03, 	, 1.582003e-02 	 1.091663e-02 	 -6.778369e-02 	 6.134047e+00 	 2.129779e+00 	 4.097367e+00 
4.000000e+00 	 -8.447822e+02 	 1.697669e+01 	 -8.278055e+02 	 5.130372e+02 	 5.297788e-03, 	, 5.794327e-02 	 -7.271654e-02 	 -1.364700e-01 	 6.007296e+00 	 1.840087e+00 	 4.074555e+00 
4.500000e+00 	 -8.446428e+02 	 1.716222e+01 	 -8.274806e+02 	 5.186440e+02 	 5.097449e-03, 	, -4.498847e-02 	 -1.463759e-02 	 2.336147e-01 	 5.930838e+00 	 2.002221e+00 	 4.195634e+00 
5.000000e+00 	 -8.443022e+02 	 1.716874e+01 	 -8.271334e+02 	 5.188410e+02 	 4.915154e-03, 	, -6.349000e-02 	 1.375412e-01 	 -4.372902e-02 	 6.394754e+00 	 2.289061e+00 	 4.139549e+00 
5.500000e+00 	 -8.434649e+02 	 1.673496e+01 	 -8.267299e+02 	 5.057321e+02 	 5.493118e-03, 	, -1.532208e-01 	 3.181469e-02 	 -3.670178e-02 	 6.073477e+00 	 1.845048e+00 	 3.704929e+00 
6.000000e+00 	 -8.435409e+02 	 1.710963e+01 	 -8.264313e+02 	 5.170548e+02 	 5.320828e-03, 	, -1.149134e-01 	 2.512501e-01 	 -9.301196e-02 	 6.107940e+00 	 1.910775e+00 	 3.967384e+00 
6.500000e+00 	 -8.431649e+02 	 1.712391e+01 	 -8.260410e+02 	 5.174864e+02 	 5.457776e-03, 	, -5.138939e-02 	 -1.638116e-01 	 -2.366143e-02 	 6.206940e+00 	 1.930241e+00 	 4.314168e+00 
7.000000e+00 	 -8.435824e+02 	 1.780716e+01 	 -8.257753e+02 	 5.381341e+02 	 5.644766e-03, 	, -8.131326e-02 	 -8.730126e-02 	 -9.282332e-02 	 5.951485e+00 	 2.092977e+00 	 3.847857e+00 
7.500000e+00 	 -8.425287e+02 	 1.710401e+01 	 -8.254247e+02 	 5.168850e+02 	 6.197834e-03, 	, -5.814371e-02 	 -1.201083e-01 	 6.747013e-02 	 6.123460e+00 	 2.170861e+00 	 4.348859e+00 
8.000000e+00 	 -8.432604e+02 	 1.817179e+01 	 -8.250886e+02 	 5.491534e+02 	 5.457193e-03, 	, 5.009758e-02 	 -2.454871e-01 	 3.663379e-02 	 6.254402e+00 	 1.996148e+00 	 4.161953e+00 
8.500000e+00 	 -8.421267e+02 	 1.745242e+01 	 -8.246743e+02 	 5.274140e+02 	 6.569672e-03, 	, -1.285674e-01 	 -2.140293e-01 	 -1.787143e-01 	 6.257433e+00 	 1.828422e+00 	 4.030216e+00 
9.000000e+00 	 -8.427119e+02 	 1.828211e+01 	 -8.244298e+02 	 5.524871e+02 	 6.145866e-03, 	, 1.157299e-01 	 9.789399e-02 	 7.512745e-02 	 5.795103e+00 	 2.010968e+00 	 4.218906e+00 
9.500000e+00 	 -8.410760e+02 	 1.703379e+01 	 -8.240422e+02 	 5.147628e+02 	 6.712876e-03, 	, 1.352959e-01 	 9.480302e-02 	 1.044130e-02 	 6.200622e+00 	 1.881490e+00 	 4.062713e+00 
1.000000e+01 	 -8.412100e+02 	 1.748035e+01 	 -8.237296e+02 	 5.282580e+02 	 6.321760e-03, 	, 6.334944e-02 	 6.434943e-02 	 -1.069101e-01 	 6.013312e+00 	 1.959198e+00 	 4.156275e+00 
1.050000e+01 	 -8.409497e+02 	 1.757009e+01 	 -8.233797e+02 	 5.309699e+02 	 6.070007e-03, 	, 7.644452e-02 	 4.970991e-02 	 7.924312e-02 	 5.825056e+00 	 1.867569e+00 	 3.969447e+00 
1.100000e+01 	 -8.403062e+02 	 1.726541e+01 	 -8.230408e+02 	 5.217624e+02 	 6.519623e-03, 	, 2.918742e-01 	 1.271596e-01 	 -6.490558e-02 	 6.166101e+00 	 2.196060e+00 	 4.097287e+00 
1.150000e+01 	 -8.421665e+02 	 1.939912e+01 	 -8.227674e+02 	 5.862432e+02 	 6.273382e-03, 	, 1.269668e-01 	 8.355034e-02 	 -2.136144e-02 	 6.220596e+00 	 1.994312e+00 	 4.123952e+00 
1.200000e+01 	 -8.411296e+02 	 1.865848e+01 	 -8.224711e+02 	 5.638612e+02 	 7.085840e-03, 	, -9.341167e-02 	 -1.287800e-01 	 6.982629e-02 	 6.025077e+00 	 2.011517e+00 	 3.874254e+00 
1.250000e+01 	 -8.408994e+02 	 1.879583e+01 	 -8.221036e+02 	 5.680118e+02 	 6.331233e-03, 	, -9.825922e-02 	 -9.862368e-02 	 -1.308222e-01 	 5.969855e+00 	 2.092701e+00 	 4.275552e+00 
1.300000e+01 	 -8.410906e+02 	 1.927293e+01 	 -8.218176e+02 	 5.824301e+02 	 6.637292e-03, 	, 1.220668e-01 	 -8.398171e-02 	 -8.577038e-02 	 5.943416e+00 	 2.042193e+00 	 4.063621e+00 
1.350000e+01 	 -8.401630e+02 	 1.867432e+01 	 -8.214887e+02 	 5.643400e+02 	 6.719160e-03, 	, 1.466493e-03 	 -5.940537e-02 	 1.698194e-01 	 5.961509e+00 	 2.341039e+00 	 3.887841e+00 
1.400000e+01 	 -8.391838e+02 	 1.805354e+01 	 -8.211302e+02 	 5.455798e+02 	 7.203502e-03, 	, -1.444124e-01 	 8.108314e-02 	 2.917936e-01 	 6.237260e+00 	 2.120392e+00 	 4.088921e+00 
1.450000e+01 	 -8.416845e+02 	 2.076468e+01 	 -8.209199e+02 	 6.275107e+02 	 6.191177e-03, 	, -1.444186e-02 	 1.357420e-01 	 6.589755e-02 	 6.167839e+00 	 1.901853e+00 	 4.153582e+00 
1.500000e+01 	 -8.401851e+02 	 1.961996e+01 	 -8.205652e+02 	 5.929171e+02 	 7.143700e-03, 	, -1.002235e-01 	 4.448978e-02 	 -9.651137e-02 	 6.112494e+00 	 1.911918e+00 	 4.166605e+00 
1.550000e+01 	 -8.391390e+02 	 1.896818e+01 	 -8.201709e+02 	 5.732203e+02 	 7.029707e-03, 	, -6.096887e-02 	 -5.384837e-02 	 1.346203e-01 	 6.057052e+00 	 2.096322e+00 	 4.054567e+00 
1.600000e+01 	 -8.401436e+02 	 2.018088e+01 	 -8.199627e+02 	 6.098683e+02 	 6.233105e-03, 	, -8.207695e-02 	 5.682143e-02 	 -8.283841e-02 	 6.236638e+00 	 1.951141e+00 	 3.752951e+00 
1.650000e+01 	 -8.401453e+02 	 2.053916e+01 	 -8.196062e+02 	 6.206954e+02 	 6.900093e-03, 	, -3.590040e-02 	 1.817854e-02 	 2.918182e-02 	 5.998995e+00 	 2.011565e+00 	 4.149046e+00 
1.700000e+01 	 -8.393301e+02 	 1.998561e+01 	 -8.193445e+02 	 6.039671e+02 	 7.303651e-03, 	, -1.802468e-01 	 -1.190645e-01 	 1.549749e-01 	 6.078525e+00 	 2.133299e+00 	 4.075859e+00 
1.750000e+01 	 -8.409201e+02 	 2.179532e+01 	 -8.191248e+02 	 6.586569e+02 	 6.491965e-03, 	, 2.128139e-01 	 -1.576234e-01 	 1.860654e-03 	 6.204702e+00 	 2.095773e+00 	 4.017136e+00 
1.800000e+01 	 -8.387707e+02 	 2.007460e+01 	 -8.186961e+02 	 6.066565e+02 	 6.529023e-03, 	, -3.105197e-02 	 8.247812e-02 	 -7.736662e-02 	 6.112658e+00 	 2.105040e+00 	 3.902573e+00 
1.850000e+01 	 -8.389355e+02 	 2.052453e+01 	 -8.184109e+02 	 6.202533e+02 	 7.948621e-03, 	, -1.600885e-01 	 -2.464633e-01 	 -1.974873e-01 	 6.208515e+00 	 2.163040e+00 	 3.907193e+00 
1.900000e+01 	 -8.385300e+02 	 2.040697e+01 	 -8.181230e+02 	 6.167006e+02 	 7.122675e-03, 	, -7.653085e-02 	 1.434321e-01 	 -3.501610e-01 	 6.045140e+00 	 2.305712e+00 	 3.948567e+00 
1.950000e+01 	 -8.374932e+02 	 1.964316e+01 	 -8.178501e+02 	 5.936183e+02 	 8.680280e-03, 	, 8.649023e-02 	 1.830175e-01 	 1.004868e-02 	 6.137312e+00 	 2.130505e+00 	 4.027385e+00 
2.000000e+01 	 -8.380927e+02 	 2.054635e+01 	 -8.175463e+02 	 6.209129e+02 	 7.444970e-03, 	, 9.192766e-02 	 -5.690156e-02 	 3.092309e-01 	 6.125417e+00 	 1.926115e+00 	 4.053878e+00 
2.050000e+01 	 -8.382427e+02 	 2.094848e+01 	 -8.172942e+02 	 6.330651e+02 	 7.508162e-03, 	, -7.014330e-02 	 1.003526e-01 	 -3.276740e-02 	 6.060881e+00 	 2.193643e+00 	 3.908610e+00 
2.100000e+01 	 -8.379782e+02 	 2.103129e+01 	 -8.169470e+02 	 6.355678e+02 	 7.360020e-03, 	, -2.896365e-02 	 3.487863e-02 	 -1.154955e-01 	 5.772290e+00 	 2.079063e+00 	 4.129815e+00 
2.150000e+01 	 -8.388276e+02 	 2.205548e+01 	 -8.167721e+02 	 6.665189e+02 	 6.649666e-03, 	, 7.830136e-02 	 -8.945096e-02 	 -2.030440e-03 	 5.919480e+00 	 1.952522e+00 	 3.889880e+00 
2.200000e+01 	 -8.368232e+02 	 2.043206e+01 	 -8.163911e+02 	 6.174590e+02 	 8.538641e-03, 	, -2.560925e-02 	 -2.230284e-01 	 -2.124361e-02 	 6.090088e+00 	 2.194814e+00 	 4.034712e+00 
2.250000e+01 	 -8.377566e+02 	 2.165284e+01 	 -8.161037e+02 	 6.543510e+02 	 7.353002e-03, 	, 1.064212e-01 	 6.887471e-02 	 9.096675e-02 	 6.029690e+00 	 1.733142e+00 	 3.899272e+00 
2.300000e+01 	 -8.377374e+02 	 2.194242e+01 	 -8.157950e+02 	 6.631021e+02 	 7.327875e-03, 	, 3.764557e-03 	 -6.981905e-02 	 9.639676e-02 	 6.075384e+00 	 1.964170e+00 	 3.906609e+00 
2.350000e+01 	 -8.368930e+02 	 2.137285e+01 	 -8.155202e+02 	 6.458899e+02 	 8.171362e-03, 	, -2.714716e-04 	 -3.114612e-02 	 -9.092211e-02 	 6.056765e+00 	 2.282113e+00 	 3.943702e+00 
2.400000e+01 	 -8.370097e+02 	 2.181370e+01 	 -8.151960e+02 	 6.592124e+02 	 7.421577e-03, 	, 2.368460e-01 	 -5.309698e-03 	 4.688851e-02 	 5.977700e+00 	 2.122136e+00 	 4.129672e+00 
2.450000e+01 	 -8.363823e+02 	 2.151972e+01 	 -8.148626e+02 	 6.503281e+02 	 7.626922e-03, 	, -1.127501e-01 	 -7.551946e-03 	 -3.548183e-02 	 6.195239e+00 	 1.785714e+00 	 4.095750e+00 
2.500000e+01 	 -8.369217e+02 	 2.223170e+01 	 -8.146900e+02 	 6.718442e+02 	 7.514937e-03, 	, 2.188314e-01 	 1.379490e-01 	 -2.591178e-02 	 6.226825e+00 	 2.030927e+00 	 4.118189e+00 
2.550000e+01 	 -8.365685e+02 	 2.223770e+01 	 -8.143308e+02 	 6.720256e+02 	 7.700410e-03, 	, 7.299950e-03 	 -1.520280e-01 	 2.727192e-01 	 6.152734e+00 	 1.981776e+00 	 4.185514e+00 
2.600000e+01 	 -8.359029e+02 	 2.188367e+01 	 -8.140193e+02 	 6.613269e+02 	 7.837033e-03, 	, 2.359727e-02 	 -1.928781e-02 	 -2.626900e-02 	 5.958950e+00 	 2.150599e+00 	 4.285046e+00 
2.650000e+01 	 -8.350463e+02 	 2.127253e+01 	 -8.137738e+02 	 6.428580e+02 	 8.246723e-03, 	, -1.874556e-01 	 1.359977e-01 	 -7.156640e-02 	 6.540617e+00 	 2.272082e+00 	 3.875784e+00 
2.700000e+01 	 -8.350426e+02 	 2.152839e+01 	 -8.135142e+02 	 6.505902e+02 	 8.493229e-03, 	, 9.496008e-02 	 -6.171721e-02 	 7.581212e-02 	 6.300927e+00 	 2.124165e+00 	 3.989979e+00 
