0.0000 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00
0.0100 	 1.000000e-02 	 9.997500e-03 	 2.499650e-06
0.0200 	 9.999999e-03 	 9.990003e-03 	 9.995801e-06
0.0300 	 9.999998e-03 	 9.977518e-03 	 2.248006e-05
0.0400 	 9.999997e-03 	 9.960059e-03 	 3.993844e-05
0.0500 	 9.999996e-03 	 9.937644e-03 	 6.235140e-05
0.0600 	 9.999994e-03 	 9.910300e-03 	 8.969384e-05
0.0700 	 9.999991e-03 	 9.878056e-03 	 1.219352e-04
0.0800 	 9.999989e-03 	 9.840950e-03 	 1.590393e-04
0.0900 	 9.999986e-03 	 9.799021e-03 	 2.009646e-04
0.1000 	 9.999983e-03 	 9.752318e-03 	 2.476644e-04
0.1100 	 9.999979e-03 	 9.700893e-03 	 2.990862e-04
0.1200 	 9.999975e-03 	 9.644802e-03 	 3.551727e-04
0.1300 	 9.999971e-03 	 9.584110e-03 	 4.158611e-04
0.1400 	 9.999966e-03 	 9.518883e-03 	 4.810836e-04
0.1500 	 9.999962e-03 	 9.449194e-03 	 5.507673e-04
0.1600 	 9.999956e-03 	 9.375122e-03 	 6.248345e-04
0.1700 	 9.999951e-03 	 9.296749e-03 	 7.032024e-04
0.1800 	 9.999945e-03 	 9.214162e-03 	 7.857836e-04
0.1900 	 9.999939e-03 	 9.127453e-03 	 8.724860e-04
0.2000 	 9.999933e-03 	 9.036720e-03 	 9.632129e-04
0.2100 	 9.999926e-03 	 8.942063e-03 	 1.057863e-03
0.2200 	 9.999919e-03 	 8.843587e-03 	 1.156332e-03
0.2300 	 9.999912e-03 	 8.741403e-03 	 1.258509e-03
0.2400 	 9.999905e-03 	 8.635624e-03 	 1.364281e-03
0.2500 	 9.999897e-03 	 8.526367e-03 	 1.473530e-03
0.2600 	 9.999889e-03 	 8.413754e-03 	 1.586136e-03
0.2700 	 9.999881e-03 	 8.297909e-03 	 1.701973e-03
0.2800 	 9.999873e-03 	 8.178961e-03 	 1.820912e-03
0.2900 	 9.999865e-03 	 8.057043e-03 	 1.942822e-03
0.3000 	 9.999856e-03 	 7.932288e-03 	 2.067568e-03
0.3100 	 9.999847e-03 	 7.804835e-03 	 2.195012e-03
0.3200 	 9.999838e-03 	 7.674825e-03 	 2.325013e-03
0.3300 	 9.999829e-03 	 7.542401e-03 	 2.457429e-03
0.3400 	 9.999820e-03 	 7.407709e-03 	 2.592111e-03
0.3500 	 9.999811e-03 	 7.270897e-03 	 2.728914e-03
0.3600 	 9.999801e-03 	 7.132116e-03 	 2.867685e-03
0.3700 	 9.999791e-03 	 6.991519e-03 	 3.008272e-03
0.3800 	 9.999782e-03 	 6.849260e-03 	 3.150522e-03
0.3900 	 9.999772e-03 	 6.705494e-03 	 3.294278e-03
0.4000 	 9.999762e-03 	 6.560380e-03 	 3.439382e-03
0.4100 	 9.999752e-03 	 6.414075e-03 	 3.585677e-03
0.4200 	 9.999742e-03 	 6.266739e-03 	 3.733003e-03
0.4300 	 9.999732e-03 	 6.118533e-03 	 3.881198e-03
0.4400 	 9.999722e-03 	 5.969619e-03 	 4.030103e-03
0.4500 	 9.999712e-03 	 5.820157e-03 	 4.179554e-03
0.4600 	 9.999701e-03 	 5.670310e-03 	 4.329391e-03
0.4700 	 9.999691e-03 	 5.520241e-03 	 4.479451e-03
0.4800 	 9.999681e-03 	 5.370110e-03 	 4.629571e-03
0.4900 	 9.999671e-03 	 5.220081e-03 	 4.779591e-03
0.5000 	 9.999661e-03 	 5.070313e-03 	 4.929348e-03
0.5100 	 9.999651e-03 	 4.920969e-03 	 5.078682e-03
0.5200 	 9.999641e-03 	 4.772208e-03 	 5.227433e-03
0.5300 	 9.999631e-03 	 4.624190e-03 	 5.375442e-03
0.5400 	 9.999621e-03 	 4.477070e-03 	 5.522551e-03
0.5500 	 9.999612e-03 	 4.331007e-03 	 5.668605e-03
0.5600 	 9.999602e-03 	 4.186155e-03 	 5.813447e-03
0.5700 	 9.999593e-03 	 4.042666e-03 	 5.956927e-03
0.5800 	 9.999583e-03 	 3.900693e-03 	 6.098891e-03
0.5900 	 9.999574e-03 	 3.760383e-03 	 6.239191e-03
0.6000 	 9.999565e-03 	 3.621885e-03 	 6.377680e-03
0.6100 	 9.999556e-03 	 3.485342e-03 	 6.514215e-03
0.6200 	 9.999548e-03 	 3.350896e-03 	 6.648652e-03
0.6300 	 9.999539e-03 	 3.218685e-03 	 6.780854e-03
0.6400 	 9.999531e-03 	 3.088848e-03 	 6.910683e-03
0.6500 	 9.999523e-03 	 2.961515e-03 	 7.038008e-03
0.6600 	 9.999515e-03 	 2.836818e-03 	 7.162697e-03
0.6700 	 9.999507e-03 	 2.714882e-03 	 7.284625e-03
0.6800 	 9.999500e-03 	 2.595831e-03 	 7.403669e-03
0.6900 	 9.999492e-03 	 2.479784e-03 	 7.519708e-03
0.7000 	 9.999486e-03 	 2.366857e-03 	 7.632628e-03
0.7100 	 9.999479e-03 	 2.257162e-03 	 7.742317e-03
0.7200 	 9.999472e-03 	 2.150806e-03 	 7.848666e-03
0.7300 	 9.999466e-03 	 2.047893e-03 	 7.951573e-03
0.7400 	 9.999460e-03 	 1.948522e-03 	 8.050938e-03
0.7500 	 9.999454e-03 	 1.852788e-03 	 8.146666e-03
0.7600 	 9.999449e-03 	 1.760782e-03 	 8.238667e-03
0.7700 	 9.999444e-03 	 1.672591e-03 	 8.326853e-03
0.7800 	 9.999439e-03 	 1.588294e-03 	 8.411145e-03
0.7900 	 9.999435e-03 	 1.507970e-03 	 8.491465e-03
0.8000 	 9.999431e-03 	 1.431690e-03 	 8.567741e-03
0.8100 	 9.999427e-03 	 1.359521e-03 	 8.639906e-03
0.8200 	 9.999423e-03 	 1.291525e-03 	 8.707898e-03
0.8300 	 9.999420e-03 	 1.227759e-03 	 8.771661e-03
0.8400 	 9.999417e-03 	 1.168276e-03 	 8.831141e-03
0.8500 	 9.999414e-03 	 1.113123e-03 	 8.886291e-03
0.8600 	 9.999412e-03 	 1.062341e-03 	 8.937071e-03
0.8700 	 9.999410e-03 	 1.015967e-03 	 8.983443e-03
0.8800 	 9.999408e-03 	 9.740332e-04 	 9.025375e-03
0.8900 	 9.999407e-03 	 9.365653e-04 	 9.062842e-03
0.9000 	 9.999406e-03 	 9.035848e-04 	 9.095821e-03
0.9100 	 9.999405e-03 	 8.751074e-04 	 9.124298e-03
0.9200 	 9.999405e-03 	 8.511440e-04 	 9.148261e-03
0.9300 	 9.999405e-03 	 8.316998e-04 	 9.167705e-03
0.9400 	 9.999405e-03 	 8.167752e-04 	 9.182630e-03
0.9500 	 9.999406e-03 	 8.063652e-04 	 9.193041e-03
0.9600 	 9.999407e-03 	 8.004596e-04 	 9.198947e-03
0.9700 	 9.999408e-03 	 7.990432e-04 	 9.200365e-03
0.9800 	 9.999410e-03 	 8.020955e-04 	 9.197314e-03
0.9900 	 9.999412e-03 	 8.095912e-04 	 9.189820e-03
1.0000 	 9.999414e-03 	 8.214996e-04 	 9.177914e-03
1.0100 	 9.999416e-03 	 8.377855e-04 	 9.161631e-03
1.0200 	 9.999419e-03 	 8.584083e-04 	 9.141011e-03
1.0300 	 9.999422e-03 	 8.833229e-04 	 9.116099e-03
1.0400 	 9.999426e-03 	 9.124793e-04 	 9.086946e-03
1.0500 	 9.999429e-03 	 9.458230e-04 	 9.053606e-03
1.0600 	 9.999433e-03 	 9.832946e-04 	 9.016139e-03
1.0700 	 9.999438e-03 	 1.024830e-03 	 8.974607e-03
1.0800 	 9.999442e-03 	 1.070362e-03 	 8.929080e-03
1.0900 	 9.999447e-03 	 1.119817e-03 	 8.879630e-03
1.1000 	 9.999452e-03 	 1.173119e-03 	 8.826333e-03
1.1100 	 9.999457e-03 	 1.230186e-03 	 8.769271e-03
1.1200 	 9.999463e-03 	 1.290935e-03 	 8.708528e-03
1.1300 	 9.999469e-03 	 1.355275e-03 	 8.644193e-03
1.1400 	 9.999475e-03 	 1.423116e-03 	 8.576359e-03
1.1500 	 9.999481e-03 	 1.494359e-03 	 8.505122e-03
1.1600 	 9.999487e-03 	 1.568907e-03 	 8.430580e-03
1.1700 	 9.999494e-03 	 1.646655e-03 	 8.352839e-03
1.1800 	 9.999501e-03 	 1.727499e-03 	 8.272002e-03
1.1900 	 9.999508e-03 	 1.811327e-03 	 8.188181e-03
1.2000 	 9.999515e-03 	 1.898028e-03 	 8.101487e-03
1.2100 	 9.999522e-03 	 1.987487e-03 	 8.012035e-03
1.2200 	 9.999530e-03 	 2.079586e-03 	 7.919943e-03
1.2300 	 9.999538e-03 	 2.174206e-03 	 7.825332e-03
1.2400 	 9.999545e-03 	 2.271222e-03 	 7.728323e-03
1.2500 	 9.999553e-03 	 2.370512e-03 	 7.629042e-03
1.2600 	 9.999561e-03 	 2.471947e-03 	 7.527615e-03
1.2700 	 9.999570e-03 	 2.575399e-03 	 7.424170e-03
1.2800 	 9.999578e-03 	 2.680739e-03 	 7.318839e-03
1.2900 	 9.999586e-03 	 2.787833e-03 	 7.211753e-03
1.3000 	 9.999595e-03 	 2.896550e-03 	 7.103044e-03
1.3100 	 9.999603e-03 	 3.006754e-03 	 6.992849e-03
1.3200 	 9.999611e-03 	 3.118311e-03 	 6.881300e-03
1.3300 	 9.999620e-03 	 3.231084e-03 	 6.768536e-03
1.3400 	 9.999629e-03 	 3.344936e-03 	 6.654693e-03
1.3500 	 9.999637e-03 	 3.459730e-03 	 6.539908e-03
1.3600 	 9.999646e-03 	 3.575327e-03 	 6.424318e-03
1.3700 	 9.999654e-03 	 3.691591e-03 	 6.308063e-03
1.3800 	 9.999663e-03 	 3.808383e-03 	 6.191280e-03
1.3900 	 9.999672e-03 	 3.925566e-03 	 6.074106e-03
1.4000 	 9.999680e-03 	 4.043001e-03 	 5.956679e-03
1.4100 	 9.999689e-03 	 4.160553e-03 	 5.839136e-03
1.4200 	 9.999697e-03 	 4.278084e-03 	 5.721613e-03
1.4300 	 9.999706e-03 	 4.395460e-03 	 5.604246e-03
1.4400 	 9.999714e-03 	 4.512545e-03 	 5.487169e-03
1.4500 	 9.999722e-03 	 4.629208e-03 	 5.370514e-03
1.4600 	 9.999730e-03 	 4.745315e-03 	 5.254415e-03
1.4700 	 9.999738e-03 	 4.860736e-03 	 5.139002e-03
1.4800 	 9.999746e-03 	 4.975343e-03 	 5.024403e-03
1.4900 	 9.999754e-03 	 5.089008e-03 	 4.910746e-03
1.5000 	 9.999762e-03 	 5.201606e-03 	 4.798156e-03
1.5100 	 9.999769e-03 	 5.313014e-03 	 4.686756e-03
1.5200 	 9.999777e-03 	 5.423111e-03 	 4.576666e-03
1.5300 	 9.999784e-03 	 5.531778e-03 	 4.468006e-03
1.5400 	 9.999791e-03 	 5.638900e-03 	 4.360892e-03
1.5500 	 9.999798e-03 	 5.744362e-03 	 4.255436e-03
1.5600 	 9.999805e-03 	 5.848054e-03 	 4.151751e-03
1.5700 	 9.999811e-03 	 5.949869e-03 	 4.049943e-03
1.5800 	 9.999818e-03 	 6.049700e-03 	 3.950118e-03
1.5900 	 9.999824e-03 	 6.147446e-03 	 3.852378e-03
1.6000 	 9.999830e-03 	 6.243009e-03 	 3.756820e-03
1.6100 	 9.999836e-03 	 6.336294e-03 	 3.663542e-03
1.6200 	 9.999841e-03 	 6.427207e-03 	 3.572634e-03
1.6300 	 9.999847e-03 	 6.515661e-03 	 3.484186e-03
1.6400 	 9.999852e-03 	 6.601570e-03 	 3.398281e-03
1.6500 	 9.999856e-03 	 6.684854e-03 	 3.315002e-03
1.6600 	 9.999861e-03 	 6.765435e-03 	 3.234426e-03
1.6700 	 9.999865e-03 	 6.843239e-03 	 3.156627e-03
1.6800 	 9.999870e-03 	 6.918196e-03 	 3.081673e-03
