0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00, 	, 0.000000e+00 	 7.947679e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 	 7.648192e+00 
1.000000e-01 	 -8.448907e+02 	 1.033277e+01 	 -8.345580e+02 	 3.122573e+02 	 5.439327e-03 	 1.675312e-01, 	, 1.052130e-02 	 4.023325e-03 	 6.167618e+00 	 2.101862e+00 	 3.933335e+00 	 1.620020e+01 	 0.000000e+00 
2.000000e-01 	 -8.478919e+02 	 1.331582e+01 	 -8.345760e+02 	 7.794148e+00 	 3.343715e-03 	 -1.371329e-01, 	, 1.069303e-01 	 -1.716354e-02 	 7.927712e+00 	 2.077650e+00 	 4.051649e+00 	 1.620040e+01 	 0.000000e+00 
3.000000e-01 	 -8.474356e+02 	 1.301090e+01 	 -8.344247e+02 	 3.931907e+02 	 3.994692e-03 	 6.728589e-02, 	, -6.686400e-02 	 -3.373172e-02 	 6.005146e+00 	 1.912526e+00 	 4.058399e+00 	 1.620061e+01 	 0.000000e+00 
4.000000e-01 	 -8.477617e+02 	 1.351281e+01 	 -8.342489e+02 	 4.083585e+02 	 7.822432e+00 	 5.394818e-03, 	, 5.313855e-02 	 -2.772328e-02 	 6.058993e+00 	 8.426834e+00 	 4.024311e+00 	 1.620082e+01 	 0.000000e+00 
5.000000e-01 	 -8.488281e+02 	 1.469869e+01 	 -8.341294e+02 	 4.441960e+02 	 3.537629e-03 	 2.720451e-02, 	, -4.476268e-02 	 6.857205e-02 	 6.103691e+00 	 1.908509e+00 	 3.892661e+00 	 1.620101e+01 	 0.000000e+00 
6.000000e-01 	 -8.481495e+02 	 1.415159e+01 	 -8.339979e+02 	 4.276626e+02 	 3.401807e-03 	 7.855074e+00, 	, -6.733737e-02 	 -8.679567e-02 	 5.993416e+00 	 2.080140e+00 	 1.027584e+01 	 1.620121e+01 	 0.000000e+00 
7.000000e-01 	 -8.456384e+02 	 1.193344e+01 	 -8.337050e+02 	 3.606299e+02 	 5.052929e-03 	 -1.644424e-01, 	, -4.045865e-02 	 1.884808e-01 	 6.177222e+00 	 1.971437e+00 	 3.948090e+00 	 1.620142e+01 	 0.000000e+00 
8.000000e-01 	 -8.481997e+02 	 1.453009e+01 	 -8.336696e+02 	 4.391008e+02 	 3.468647e-03 	 -8.927586e-02, 	, 8.145012e+00 	 -2.626055e-02 	 5.992805e+00 	 2.056620e+00 	 4.180304e+00 	 9.698776e+00 	 0.000000e+00 
9.000000e-01 	 -8.462517e+02 	 1.286127e+01 	 -8.333904e+02 	 3.886690e+02 	 4.191248e-03 	 -2.153783e-02, 	, -9.586883e-03 	 2.921600e-02 	 6.259461e+00 	 2.052016e+00 	 4.044941e+00 	 1.620180e+01 	 0.000000e+00 
1.000000e+00 	 -8.463666e+02 	 1.307334e+01 	 -8.332933e+02 	 3.950776e+02 	 4.377770e-03 	 3.532682e-02, 	, 1.113101e-01 	 7.591502e+00 	 6.188714e+00 	 1.995199e+00 	 4.112211e+00 	 1.620200e+01 	 7.646479e+00 
1.100000e+00 	 -8.468303e+02 	 1.364538e+01 	 -8.331849e+02 	 4.123649e+02 	 4.228378e-03 	 4.363992e-03, 	, -2.204233e-02 	 -1.314846e-01 	 6.047303e+00 	 1.931415e+00 	 3.960410e+00 	 1.620220e+01 	 0.000000e+00 
1.200000e+00 	 -8.461251e+02 	 1.313973e+01 	 -8.329853e+02 	 8.005290e+00 	 4.022775e-03 	 9.133125e-02, 	, -9.557820e-04 	 2.026705e-01 	 7.684114e+00 	 2.014510e+00 	 4.196596e+00 	 1.620241e+01 	 0.000000e+00 
1.300000e+00 	 -8.464744e+02 	 1.360552e+01 	 -8.328689e+02 	 4.111601e+02 	 4.308189e-03 	 -1.674756e-01, 	, -8.207761e-02 	 -1.416284e-01 	 5.840334e+00 	 1.778829e+00 	 4.187002e+00 	 1.620262e+01 	 0.000000e+00 
1.400000e+00 	 -8.467505e+02 	 1.399743e+01 	 -8.327531e+02 	 4.230037e+02 	 7.990424e+00 	 -1.014219e-01, 	, 1.580649e-01 	 -5.807770e-03 	 6.170755e+00 	 8.421285e+00 	 3.949270e+00 	 1.620282e+01 	 0.000000e+00 
